stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Admin\source\repos\Kursach\Corovans\x64\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.41916] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41922] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.41929] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41935] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.41943] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41949] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.41956] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41962] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.41969] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41975] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.41982] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.41988] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.41995] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42001] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.42008] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42014] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42021] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42027] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42034] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42040] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42048] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42054] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42061] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42067] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42074] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42080] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42101] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42108] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42115] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42121] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.42128] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42134] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.42141] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42148] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42155] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42161] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42168] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42174] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42181] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42187] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42194] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42200] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42207] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42213] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42220] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42226] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.42233] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.42239] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42248] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42254] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42262] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42268] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42275] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42281] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42288] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42294] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42301] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42321] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42329] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42335] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42343] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42349] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42356] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42362] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42369] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42375] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42382] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42388] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42395] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42401] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42408] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42414] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42421] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42427] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42434] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42440] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42448] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42453] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42460] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42466] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42473] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42479] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42486] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42492] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42499] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42505] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42512] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42518] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42525] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42531] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42554] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42561] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42568] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42574] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42581] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42587] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42594] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42600] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42607] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42613] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42620] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42626] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42633] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42639] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42647] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42652] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42660] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42666] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42673] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42679] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42688] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42693] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42701] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42707] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42714] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42720] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42727] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42733] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42740] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42747] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42754] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42760] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42769] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42776] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42783] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42789] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42796] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42802] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42810] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42816] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42823] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42829] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42836] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42843] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42851] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42857] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42864] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42870] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42877] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42883] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.42890] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.42896] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42904] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.42909] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42918] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.42924] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42931] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.42937] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42945] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.42951] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42958] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.42964] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42971] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.42977] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.42986] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.42994] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.43001] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.43007] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.43015] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.43021] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43028] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.43035] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43044] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.43050] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43057] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.43194] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43208] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.43214] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43221] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.43227] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43234] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.43240] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43248] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.43254] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.43261] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.43267] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.43274] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.43280] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43287] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.43292] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43300] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.43305] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43312] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.43318] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43326] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.43332] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43339] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.43347] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43355] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.43361] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.43368] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.43374] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43381] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43387] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43394] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43400] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43422] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43437] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43446] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43452] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43460] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43466] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43473] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43479] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43486] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43492] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43499] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43505] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43512] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43518] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43525] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43531] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43539] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43545] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43556] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43562] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43570] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43577] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43585] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43591] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43598] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43604] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43611] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43617] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43624] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43630] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43638] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43645] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43652] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43658] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43665] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43670] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43677] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43683] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43690] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43696] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43703] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43709] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43716] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43722] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43729] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43735] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43743] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43749] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43755] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43761] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43768] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43775] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.43782] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43788] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43796] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43801] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43808] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43814] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.43821] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.43827] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
